item_name,base_price,pos_id,available,description,modifiers_json
Breakfast Burrito,12.99,6624531f-65e2-4cd2-b7c3-ad050e1bafa6,Yes,"Start your day with this healthy and appetizing meal. Fresh cracked eggs scrambled to perfection. Served in a toasted tortilla with hash browns, onions, tomato, pepper, cheese, and sliced jalapeno to make the dish pop with flavor.","[{""group_name"": ""Burrito Modifier (please note its fully loaded please add in notes if you would like to remove any modifier)"", ""required"": false, ""modifiers"": [{""name"": ""Scrambled eggs"", ""modifier_id"": ""c6b697ff-29bc-4bbf-90c2-d65454c03f58"", ""price"": null}, {""name"": ""Hash browns"", ""modifier_id"": ""ca516cfe-da0c-440f-b979-695372a43146"", ""price"": null}, {""name"": ""Israeli salad"", ""modifier_id"": ""e46de733-d13c-4bdf-a128-ec2da87340c5"", ""price"": null}, {""name"": ""Cheese"", ""modifier_id"": ""0b1859c6-8b50-4c13-9c7f-66b90026f145"", ""price"": null}, {""name"": ""Light jalape\u00f1o"", ""modifier_id"": ""fdb7a151-3194-4684-b419-86cc4cb03186"", ""price"": null}, {""name"": ""2 slices avocado"", ""modifier_id"": ""fd98f8b7-689d-4ef1-8a82-31c156745d03"", ""price"": null}, {""name"": ""On a toasted tortilla"", ""modifier_id"": ""da8ae6ec-da94-40e4-951f-93a2dcb8ba76"", ""price"": null}]}]"
Breakfast Special,11.05,c1fa8fc5-df9c-4f0a-aec6-0f781b092af9,Yes,"2 Eggs, Hash Browns, Israeli Salad, Buttered Bagel, & Medium Coffee","[{""group_name"": ""Type of Bagel"", ""required"": true, ""modifiers"": [{""name"": ""Croissant"", ""modifier_id"": ""2c65dc2a-428c-4476-89ae-3bb5c35dd165"", ""price"": 3.99}, {""name"": ""Poppy Seed Bagel"", ""modifier_id"": ""c644492e-020e-46f3-a0e1-6884462a10f9"", ""price"": null}, {""name"": ""Everything Bagel"", ""modifier_id"": ""d7d65300-1c21-46dd-8303-eac7c73382db"", ""price"": null}, {""name"": ""Plain Bagel"", ""modifier_id"": ""4537045b-ce1f-49f6-bbb9-2fd5a743052d"", ""price"": null}, {""name"": ""Onion Bagel"", ""modifier_id"": ""3b7d3ad3-a000-47e4-8c91-6105c28ae4f3"", ""price"": null}, {""name"": ""Salted Bagel"", ""modifier_id"": ""40209e83-f12b-4a92-888c-9854b208f6fb"", ""price"": null}, {""name"": ""Sesame Bagel"", ""modifier_id"": ""7257fb20-2a6d-48ef-8613-7987ed18be1c"", ""price"": null}, {""name"": ""Whole Wheat Everything Bagel"", ""modifier_id"": ""0f568b33-9015-4b6a-bb51-cc1efbcaf3d3"", ""price"": null}, {""name"": ""Whole Wheat Sesame Bagel"", ""modifier_id"": ""14ff0f97-f91a-4b73-873b-6a7e4474603c"", ""price"": null}, {""name"": ""Whole Wheat Plain Bagel"", ""modifier_id"": ""8c67a21f-694c-45a0-950f-e79f7382447c"", ""price"": null}, {""name"": ""Sourdough Sandwich"", ""modifier_id"": ""8e284937-caf7-40e7-8197-03caf642a208"", ""price"": 3.99}, {""name"": ""No Bagel"", ""modifier_id"": ""8071e131-8d0b-4262-beb0-b18468f3a02f"", ""price"": null}, {""name"": ""Baguette"", ""modifier_id"": ""d7d24d97-1dee-40c4-ab7a-58b5e8ca7766"", ""price"": 2.0}, {""name"": ""Whole Wheat Baguette"", ""modifier_id"": ""8b45613b-2ba5-4dce-b483-6d791ad0518d"", ""price"": 2.0}, {""name"": ""Assorted"", ""modifier_id"": ""0d93b92d-1dfb-4777-ab31-29b3a72f4498"", ""price"": null}, {""name"": ""Garlic Bagel"", ""modifier_id"": ""e75566c6-5296-4008-b6ce-67a73f909e37"", ""price"": null}]}, {""group_name"": ""Toast Option"", ""required"": false, ""modifiers"": [{""name"": ""Toasted"", ""modifier_id"": ""e6d8d93b-25eb-4928-9cbd-0a8e24968a3f"", ""price"": null}, {""name"": ""Lightly Toasted"", ""modifier_id"": ""665c351e-4f26-48c4-b00d-b3dccdea9004"", ""price"": null}, {""name"": ""Double Toasted"", ""modifier_id"": ""93eb5521-a335-4f9a-b9f7-6ddda6d1976b"", ""price"": null}, {""name"": ""Not Toasted"", ""modifier_id"": ""eeecda1b-a6f9-45dc-ac4b-52d8d74c1b55"", ""price"": null}, {""name"": ""Scoop Out Inside"", ""modifier_id"": ""48360192-61d9-47e1-b106-f368c32efc8b"", ""price"": null}, {""name"": ""Sliced"", ""modifier_id"": ""e0834b75-38df-4739-8000-7e56e7a6f159"", ""price"": null}]}, {""group_name"": ""Breakfast Coffee"", ""required"": false, ""modifiers"": [{""name"": ""Upgrade to large coffee"", ""modifier_id"": ""017690cc-a14d-47b4-8fd1-184d0a1a2235"", ""price"": 0.5}, {""name"": ""Red milk"", ""modifier_id"": ""4f6e5277-1ec2-46d9-8218-5a17d431feff"", ""price"": null}, {""name"": ""Blue milk"", ""modifier_id"": ""dd37eab7-7360-4282-b0a5-a1ac398fb47d"", ""price"": null}, {""name"": ""Sugar"", ""modifier_id"": ""ba1cb110-c82d-44a9-8dc2-5c8a5d45767e"", ""price"": null}, {""name"": ""Splenda"", ""modifier_id"": ""41d75a7c-130a-4b91-86ab-08a554978160"", ""price"": null}]}, {""group_name"": ""Extra Vegetables"", ""required"": false, ""modifiers"": [{""name"": ""Tomatoes Sliced"", ""modifier_id"": ""a212592f-42ba-44d7-9cdf-cb82dadac04d"", ""price"": 0.35}, {""name"": ""Pickles"", ""modifier_id"": ""b2a6f3f7-2746-43c1-8df5-d886e7a76b43"", ""price"": 0.35}, {""name"": ""Cucumbers"", ""modifier_id"": ""5c6492b1-5661-46f9-a15b-9cf6e65b026e"", ""price"": 0.35}, {""name"": ""Peppers Red"", ""modifier_id"": ""1a6ecc0b-92d2-46ab-91d3-de7923710933"", ""price"": 0.35}, {""name"": ""Sliced Hot Peppers"", ""modifier_id"": ""0416f92f-25a4-4b68-ac7d-e082d6a5aa6f"", ""price"": 0.35}, {""name"": ""Corn"", ""modifier_id"": ""d476e0b6-bc50-4267-b25e-485a3550239b"", ""price"": 0.35}, {""name"": ""Mushrooms Sliced"", ""modifier_id"": ""4dcea578-4560-4e74-86f0-8e1b0ad13359"", ""price"": 0.35}, {""name"": ""Olives Black"", ""modifier_id"": ""30d0cb2b-61ad-4b36-9f84-98f3287104e4"", ""price"": 0.35}, {""name"": ""Olives Green"", ""modifier_id"": ""ff737720-0e92-440f-927d-ae8888ee6c32"", ""price"": 0.35}, {""name"": ""Onions Red"", ""modifier_id"": ""3ac5a2ba-2f38-488b-b104-80bbb7cac623"", ""price"": 0.35}, {""name"": ""Onions Sauteed"", ""modifier_id"": ""782dc778-68f2-473b-95a6-ffee0572a1d2"", ""price"": 0.75}, {""name"": ""Radish"", ""modifier_id"": ""ffeb656a-74ff-4715-8057-de23623f02d5"", ""price"": 0.35}, {""name"": ""Chickpeas"", ""modifier_id"": ""b1de1d12-b598-4f0c-89ee-430ddbe77b01"", ""price"": 0.35}, {""name"": ""Mushrooms Sauteed"", ""modifier_id"": ""de33aec7-f97a-474c-819b-47d1945f1338"", ""price"": 0.75}, {""name"": ""Peppers Orange"", ""modifier_id"": ""ad582867-2cce-43e7-b75d-f62b03a88b6d"", ""price"": 0.35}, {""name"": ""Tomatoes Cherry"", ""modifier_id"": ""90f19649-0085-4995-a914-0d6c8bfa3912"", ""price"": 0.35}, {""name"": ""Sweet Potatoes"", ""modifier_id"": ""3403f0e4-8276-4d27-86f8-814da636c696"", ""price"": 0.75}, {""name"": ""Sliced Avocado"", ""modifier_id"": ""c3a52d2f-f7dd-4c49-8abf-c49b450a5d64"", ""price"": 2.5}, {""name"": ""Charif"", ""modifier_id"": ""2c07866c-4ede-49df-a9ce-4086c32b2a49"", ""price"": null}, {""name"": ""Lettuce"", ""modifier_id"": ""34795d24-060f-49ae-9a02-9cd95274b9f1"", ""price"": 0.35}, {""name"": ""Grilled Eggplant"", ""modifier_id"": ""6a3ba60f-5408-4380-8719-77db4d77fda6"", ""price"": 0.75}, {""name"": ""Jalapeno"", ""modifier_id"": ""c9f7565b-895b-4f11-9a9b-a1ddb5fe4c80"", ""price"": 0.5}, {""name"": ""Spicy Olives"", ""modifier_id"": ""13c52ef7-92c3-4fd0-b70b-2d90088765e8"", ""price"": 0.5}, {""name"": ""Fried Onions"", ""modifier_id"": ""bcec73a8-6901-4d75-a5a3-b5f4e70f6dba"", ""price"": 0.5}, {""name"": ""Arugula"", ""modifier_id"": ""7a776445-abee-41ad-919a-40fab970d955"", ""price"": 1.0}, {""name"": ""Spinach"", ""modifier_id"": ""aa9d1822-a7e0-4003-8634-87e230a2dab3"", ""price"": 1.0}, {""name"": ""Alfalfa Sprouts"", ""modifier_id"": ""b64ef7f7-1caa-4ab7-a130-f53de4a094d3"", ""price"": 0.5}, {""name"": ""Baby Corn"", ""modifier_id"": ""351823d9-89c3-41c7-8fdb-faa34927a724"", ""price"": null}]}, {""group_name"": ""Spread on Bagel Add On"", ""required"": false, ""modifiers"": [{""name"": ""Butter"", ""modifier_id"": ""4afc6701-8dd0-4549-9e86-a51942b2576c"", ""price"": null}, {""name"": ""Sliced Lox"", ""modifier_id"": ""f358ef11-d1c7-47aa-9c91-fcc5b62f60c0"", ""price"": 4.99}, {""name"": ""Scallion Cream Cheese"", ""modifier_id"": ""f6c0008e-44d2-4981-b281-ec071e97e515"", ""price"": 1.5}, {""name"": ""Vegetable Cream Cheese"", ""modifier_id"": ""6358b95b-13f4-4ab0-a68b-8b58c0e1a610"", ""price"": 1.5}, {""name"": ""No Spread"", ""modifier_id"": ""73fe8c70-61fc-4277-8333-352f5c1975d6"", ""price"": null}, {""name"": ""Olive Cream Cheese"", ""modifier_id"": ""96a4a605-6894-4b56-a6f4-a7d1454b9aa2"", ""price"": 1.5}, {""name"": ""Guacamole"", ""modifier_id"": ""f4c92f19-f7d6-44d8-972c-3750ed43c705"", ""price"": 2.99}, {""name"": ""Cream Cheese"", ""modifier_id"": ""82e0df42-503d-4916-b828-a4a5c1e6d169"", ""price"": 1.0}]}, {""group_name"": ""Vegetables in Omelets"", ""required"": false, ""modifiers"": [{""name"": ""Tomatoes (Omelet)"", ""modifier_id"": ""539f99fc-0e96-4b0d-a950-b296da0a74c3"", ""price"": 0.5}, {""name"": ""Pickles (Omelet)"", ""modifier_id"": ""b48eadbc-481e-4e45-8c62-daaf3fa52b52"", ""price"": 0.5}, {""name"": ""Lettuce (Omelet)"", ""modifier_id"": ""73243363-b40a-4b49-9dba-d09e3c505a4f"", ""price"": 0.5}, {""name"": ""Peppers (Omelet)"", ""modifier_id"": ""73055a1d-36fa-40c5-9d2d-eaf5d4d48c43"", ""price"": 0.5}, {""name"": ""Sliced Hot Peppers (Omelet)"", ""modifier_id"": ""6d742ad1-d1b0-4e64-a6e6-fa7a87ff20dd"", ""price"": 0.5}, {""name"": ""Mushrooms (Omelet)"", ""modifier_id"": ""a388fce8-9a98-4fd2-9fb8-1f0245b40dd8"", ""price"": 0.5}, {""name"": ""Green Olives (Omelet)"", ""modifier_id"": ""c8df5f6a-a8e5-41de-a70d-200b991b0098"", ""price"": 0.5}, {""name"": ""Black Olives (Omelet)"", ""modifier_id"": ""d81e4951-dbe7-480a-a3d2-52d46b216af5"", ""price"": 0.5}, {""name"": ""Schug/Charif (Omelet)"", ""modifier_id"": ""9622ec1e-37f8-4f38-a3d7-6fe242f6a6bb"", ""price"": null}, {""name"": ""Sauteed Onions (Omelet)"", ""modifier_id"": ""1b2a2a62-dd66-49ff-b21b-8eda6d74e45b"", ""price"": 0.75}, {""name"": ""Radish (Omelet)"", ""modifier_id"": ""82a54018-09a5-49b1-8dcb-e8f8e2dc35d7"", ""price"": 0.5}, {""name"": ""Cucumbers (Omelet)"", ""modifier_id"": ""d9265d49-8ae2-4b35-9302-1adba0d39173"", ""price"": 0.5}, {""name"": ""Sauteed Mushroom (Omelet)"", ""modifier_id"": ""0c86388a-a53f-49b0-b41a-d5d589f062f2"", ""price"": 0.75}, {""name"": ""Sauteed Sweet Potatoes (Omelet)"", ""modifier_id"": ""b59937a5-3fb8-4d88-aca6-43a4ae9bc0f5"", ""price"": 0.75}, {""name"": ""Purple  Onion (Omelet)"", ""modifier_id"": ""f102002a-3e1b-487a-995c-b955c359a830"", ""price"": 0.5}, {""name"": ""Avocado (Omelet)"", ""modifier_id"": ""c7ba2d32-2958-4fdd-ad2e-9bec4529c639"", ""price"": 2.5}, {""name"": ""Sliced Lox"", ""modifier_id"": ""a4a9adc0-ea23-49d8-bd42-56b2bcb2e6a9"", ""price"": 5.0}, {""name"": ""Jalapeno (Omelet)"", ""modifier_id"": ""b682e30f-d874-42e0-9c2c-0036da9f68d1"", ""price"": 0.5}, {""name"": ""Grilled Eggplant (Omelet)"", ""modifier_id"": ""547d499d-70a1-44b9-875d-bd02bf5521b2"", ""price"": 0.75}, {""name"": ""Spicy Olives (Omelet)"", ""modifier_id"": ""d02272d9-8713-4acc-a8f8-cf432d6d6999"", ""price"": 0.75}, {""name"": ""Canned Mushroom (Omelet)"", ""modifier_id"": ""3f03a1ad-013d-4429-bd9d-9684b3ef98c4"", ""price"": 0.5}]}, {""group_name"": ""Hashbrown / salad"", ""required"": false, ""modifiers"": [{""name"": ""No Hash Browns"", ""modifier_id"": ""b31dde14-03c8-4772-8104-b1d2d443148a"", ""price"": null}, {""name"": ""No Hash Browns & 2x Salad"", ""modifier_id"": ""d9f300cd-a575-4fbd-8064-52213449f004"", ""price"": null}, {""name"": ""No Salad & 2x Hash Browns"", ""modifier_id"": ""ba30ebab-4a65-48ad-9c57-a6d62c36d601"", ""price"": null}]}, {""group_name"": ""Spices on Eggs"", ""required"": false, ""modifiers"": [{""name"": ""Salt"", ""modifier_id"": ""edb2ace2-b3c8-4269-8303-af4e70efc197"", ""price"": null}, {""name"": ""Black Pepper"", ""modifier_id"": ""fc4f67ca-c7b9-4cbc-a2d1-4676e145b095"", ""price"": null}, {""name"": ""Salt And Black Pepper"", ""modifier_id"": ""3b474146-ce1e-49c6-8a61-30c863f19fec"", ""price"": null}, {""name"": ""No Salt And Black Pepper"", ""modifier_id"": ""922493e6-545e-4d3f-9cd6-cb883e179bd6"", ""price"": null}]}, {""group_name"": ""Add Cheese in Eggs (Omelet)"", ""required"": false, ""modifiers"": [{""name"": ""Mozzarella Cheese (Omelet)"", ""modifier_id"": ""662789fc-8085-48d5-abbf-3825410050f2"", ""price"": 1.0}, {""name"": ""Feta Cheese (Omelet)"", ""modifier_id"": ""c13de1ff-0a4a-4faf-a254-9ae22e42c941"", ""price"": 1.0}, {""name"": ""American Cheese (Omelet)"", ""modifier_id"": ""b1c89c65-71fa-413c-9afa-08b3df452a07"", ""price"": 1.0}]}, {""group_name"": ""Add Egg"", ""required"": false, ""modifiers"": [{""name"": ""Add Egg"", ""modifier_id"": ""5639c178-35d8-4580-be50-89f7334a4435"", ""price"": 1.0}, {""name"": ""Egg White Only"", ""modifier_id"": ""355315e6-ef1b-43a7-b1b3-23066315a29b"", ""price"": 1.0}]}, {""group_name"": ""Breakfast Special Eggs"", ""required"": false, ""modifiers"": [{""name"": ""Scrambled Eggs"", ""modifier_id"": ""d4791db4-a30c-41b2-9ef6-5bf9f71d4d10"", ""price"": null}, {""name"": ""Sunny Side Up"", ""modifier_id"": ""d57e8660-be71-4632-84cc-1e0a29ba3dcb"", ""price"": null}, {""name"": ""Egg Whites"", ""modifier_id"": ""7e60c85e-29e6-44de-a0f4-dba33077d78a"", ""price"": null}, {""name"": ""Over Easy"", ""modifier_id"": ""08d87dae-0564-482b-8c70-3c440f823f03"", ""price"": null}]}]"
Omelet,7.80,e013d394-39bf-4560-9390-63f6cecf8ecb,Yes,Egg Omelet,"[{""group_name"": ""Type of Bagel"", ""required"": true, ""modifiers"": [{""name"": ""Croissant"", ""modifier_id"": ""2c65dc2a-428c-4476-89ae-3bb5c35dd165"", ""price"": 3.99}, {""name"": ""Poppy Seed Bagel"", ""modifier_id"": ""c644492e-020e-46f3-a0e1-6884462a10f9"", ""price"": null}, {""name"": ""Everything Bagel"", ""modifier_id"": ""d7d65300-1c21-46dd-8303-eac7c73382db"", ""price"": null}, {""name"": ""Plain Bagel"", ""modifier_id"": ""4537045b-ce1f-49f6-bbb9-2fd5a743052d"", ""price"": null}, {""name"": ""Onion Bagel"", ""modifier_id"": ""3b7d3ad3-a000-47e4-8c91-6105c28ae4f3"", ""price"": null}, {""name"": ""Salted Bagel"", ""modifier_id"": ""40209e83-f12b-4a92-888c-9854b208f6fb"", ""price"": null}, {""name"": ""Sesame Bagel"", ""modifier_id"": ""7257fb20-2a6d-48ef-8613-7987ed18be1c"", ""price"": null}, {""name"": ""Whole Wheat Everything Bagel"", ""modifier_id"": ""0f568b33-9015-4b6a-bb51-cc1efbcaf3d3"", ""price"": null}, {""name"": ""Whole Wheat Sesame Bagel"", ""modifier_id"": ""14ff0f97-f91a-4b73-873b-6a7e4474603c"", ""price"": null}, {""name"": ""Whole Wheat Plain Bagel"", ""modifier_id"": ""8c67a21f-694c-45a0-950f-e79f7382447c"", ""price"": null}, {""name"": ""Sourdough Sandwich"", ""modifier_id"": ""8e284937-caf7-40e7-8197-03caf642a208"", ""price"": 3.99}, {""name"": ""No Bagel"", ""modifier_id"": ""8071e131-8d0b-4262-beb0-b18468f3a02f"", ""price"": null}, {""name"": ""Baguette"", ""modifier_id"": ""d7d24d97-1dee-40c4-ab7a-58b5e8ca7766"", ""price"": 2.0}, {""name"": ""Whole Wheat Baguette"", ""modifier_id"": ""8b45613b-2ba5-4dce-b483-6d791ad0518d"", ""price"": 2.0}, {""name"": ""Assorted"", ""modifier_id"": ""0d93b92d-1dfb-4777-ab31-29b3a72f4498"", ""price"": null}, {""name"": ""Garlic Bagel"", ""modifier_id"": ""e75566c6-5296-4008-b6ce-67a73f909e37"", ""price"": null}]}, {""group_name"": ""Vegetables Choose Up To 3"", ""required"": false, ""modifiers"": [{""name"": ""Tomatoes Sliced"", ""modifier_id"": ""5109b38b-839f-4746-a5aa-c31a1864abf0"", ""price"": null}, {""name"": ""Pickles"", ""modifier_id"": ""dc429568-7fe6-47da-9c46-0339253c3e8a"", ""price"": null}, {""name"": ""Cucumbers"", ""modifier_id"": ""f0bf5f82-f055-49f6-9bd2-d531102a88e5"", ""price"": null}, {""name"": ""Peppers Red"", ""modifier_id"": ""984e596a-ad75-4bae-9448-c66809e83c3b"", ""price"": null}, {""name"": ""Sliced Hot Peppers"", ""modifier_id"": ""93ee1414-d992-4318-93dc-c3018892091c"", ""price"": null}, {""name"": ""Corn"", ""modifier_id"": ""715ee77e-52eb-47f4-b8b2-b2c0ef2c9001"", ""price"": null}, {""name"": ""Mushrooms Sliced"", ""modifier_id"": ""9a2c6dfe-f379-4435-8451-94332436273c"", ""price"": null}, {""name"": ""Olives Black"", ""modifier_id"": ""45555e01-2ff8-4cc6-bf02-e77e195ffc4e"", ""price"": null}, {""name"": ""Olives Green"", ""modifier_id"": ""ba2393f0-a35a-41e0-b7d2-8d3b86c90696"", ""price"": null}, {""name"": ""Onions Red"", ""modifier_id"": ""fb8a4d18-7c2f-4c60-a38e-9734e92fd3d9"", ""price"": null}, {""name"": ""Radish"", ""modifier_id"": ""b565ebe6-4253-4e33-bf82-0245bbb3991b"", ""price"": null}, {""name"": ""Chickpeas"", ""modifier_id"": ""388765d3-1440-4e56-a4ae-4425f7a3667a"", ""price"": null}, {""name"": ""Peppers Orange"", ""modifier_id"": ""14ac76a6-8273-4201-bf9c-f70728e30e1c"", ""price"": null}, {""name"": ""Tomatoes Cherry"", ""modifier_id"": ""b59fc840-4188-430c-af33-fc5480574e29"", ""price"": null}, {""name"": ""Sweet Potatoes"", ""modifier_id"": ""903b37fe-1f99-4fbb-894a-638356700a74"", ""price"": 0.5}, {""name"": ""Israeli Salad"", ""modifier_id"": ""83270a1c-8498-41c2-ab57-15390206a3a8"", ""price"": null}, {""name"": ""Jalapeno"", ""modifier_id"": ""c9f7565b-895b-4f11-9a9b-a1ddb5fe4c80"", ""price"": 0.5}, {""name"": ""Spicy Olives"", ""modifier_id"": ""eb0c7e1f-4158-41e3-a7fa-a98a6e79d328"", ""price"": null}, {""name"": ""Lettuce"", ""modifier_id"": ""5a4e8978-8bc9-49b0-881d-fddf41c0edd4"", ""price"": null}, {""name"": ""Roasted Eggplant"", ""modifier_id"": ""75f09a89-8c10-40fa-944a-f009b369a352"", ""price"": 0.5}, {""name"": ""Fried Onions"", ""modifier_id"": ""b75fc441-8464-4f82-919e-a09c3010712f"", ""price"": 0.5}, {""name"": ""Alfalfa Sprouts"", ""modifier_id"": ""53442163-e589-4e22-bf81-f229b01aa653"", ""price"": null}]}, {""group_name"": ""Toast Option"", ""required"": false, ""modifiers"": [{""name"": ""Toasted"", ""modifier_id"": ""e6d8d93b-25eb-4928-9cbd-0a8e24968a3f"", ""price"": null}, {""name"": ""Lightly Toasted"", ""modifier_id"": ""665c351e-4f26-48c4-b00d-b3dccdea9004"", ""price"": null}, {""name"": ""Double Toasted"", ""modifier_id"": ""93eb5521-a335-4f9a-b9f7-6ddda6d1976b"", ""price"": null}, {""name"": ""Not Toasted"", ""modifier_id"": ""eeecda1b-a6f9-45dc-ac4b-52d8d74c1b55"", ""price"": null}, {""name"": ""Scoop Out Inside"", ""modifier_id"": ""48360192-61d9-47e1-b106-f368c32efc8b"", ""price"": null}, {""name"": ""Sliced"", ""modifier_id"": ""e0834b75-38df-4739-8000-7e56e7a6f159"", ""price"": null}]}, {""group_name"": ""Spread on Bagel Add On"", ""required"": false, ""modifiers"": [{""name"": ""Butter"", ""modifier_id"": ""4afc6701-8dd0-4549-9e86-a51942b2576c"", ""price"": null}, {""name"": ""Sliced Lox"", ""modifier_id"": ""f358ef11-d1c7-47aa-9c91-fcc5b62f60c0"", ""price"": 4.99}, {""name"": ""Scallion Cream Cheese"", ""modifier_id"": ""f6c0008e-44d2-4981-b281-ec071e97e515"", ""price"": 1.5}, {""name"": ""Vegetable Cream Cheese"", ""modifier_id"": ""6358b95b-13f4-4ab0-a68b-8b58c0e1a610"", ""price"": 1.5}, {""name"": ""No Spread"", ""modifier_id"": ""73fe8c70-61fc-4277-8333-352f5c1975d6"", ""price"": null}, {""name"": ""Olive Cream Cheese"", ""modifier_id"": ""96a4a605-6894-4b56-a6f4-a7d1454b9aa2"", ""price"": 1.5}, {""name"": ""Guacamole"", ""modifier_id"": ""f4c92f19-f7d6-44d8-972c-3750ed43c705"", ""price"": 2.99}, {""name"": ""Cream Cheese"", ""modifier_id"": ""82e0df42-503d-4916-b828-a4a5c1e6d169"", ""price"": 1.0}]}, {""group_name"": ""Vegetables in Omelets"", ""required"": false, ""modifiers"": [{""name"": ""Tomatoes (Omelet)"", ""modifier_id"": ""539f99fc-0e96-4b0d-a950-b296da0a74c3"", ""price"": 0.5}, {""name"": ""Pickles (Omelet)"", ""modifier_id"": ""b48eadbc-481e-4e45-8c62-daaf3fa52b52"", ""price"": 0.5}, {""name"": ""Lettuce (Omelet)"", ""modifier_id"": ""73243363-b40a-4b49-9dba-d09e3c505a4f"", ""price"": 0.5}, {""name"": ""Peppers (Omelet)"", ""modifier_id"": ""73055a1d-36fa-40c5-9d2d-eaf5d4d48c43"", ""price"": 0.5}, {""name"": ""Sliced Hot Peppers (Omelet)"", ""modifier_id"": ""6d742ad1-d1b0-4e64-a6e6-fa7a87ff20dd"", ""price"": 0.5}, {""name"": ""Mushrooms (Omelet)"", ""modifier_id"": ""a388fce8-9a98-4fd2-9fb8-1f0245b40dd8"", ""price"": 0.5}, {""name"": ""Green Olives (Omelet)"", ""modifier_id"": ""c8df5f6a-a8e5-41de-a70d-200b991b0098"", ""price"": 0.5}, {""name"": ""Black Olives (Omelet)"", ""modifier_id"": ""d81e4951-dbe7-480a-a3d2-52d46b216af5"", ""price"": 0.5}, {""name"": ""Schug/Charif (Omelet)"", ""modifier_id"": ""9622ec1e-37f8-4f38-a3d7-6fe242f6a6bb"", ""price"": null}, {""name"": ""Sauteed Onions (Omelet)"", ""modifier_id"": ""1b2a2a62-dd66-49ff-b21b-8eda6d74e45b"", ""price"": 0.75}, {""name"": ""Radish (Omelet)"", ""modifier_id"": ""82a54018-09a5-49b1-8dcb-e8f8e2dc35d7"", ""price"": 0.5}, {""name"": ""Cucumbers (Omelet)"", ""modifier_id"": ""d9265d49-8ae2-4b35-9302-1adba0d39173"", ""price"": 0.5}, {""name"": ""Sauteed Mushroom (Omelet)"", ""modifier_id"": ""0c86388a-a53f-49b0-b41a-d5d589f062f2"", ""price"": 0.75}, {""name"": ""Sauteed Sweet Potatoes (Omelet)"", ""modifier_id"": ""b59937a5-3fb8-4d88-aca6-43a4ae9bc0f5"", ""price"": 0.75}, {""name"": ""Purple  Onion (Omelet)"", ""modifier_id"": ""f102002a-3e1b-487a-995c-b955c359a830"", ""price"": 0.5}, {""name"": ""Avocado (Omelet)"", ""modifier_id"": ""c7ba2d32-2958-4fdd-ad2e-9bec4529c639"", ""price"": 2.5}, {""name"": ""Sliced Lox"", ""modifier_id"": ""a4a9adc0-ea23-49d8-bd42-56b2bcb2e6a9"", ""price"": 5.0}, {""name"": ""Jalapeno (Omelet)"", ""modifier_id"": ""b682e30f-d874-42e0-9c2c-0036da9f68d1"", ""price"": 0.5}, {""name"": ""Grilled Eggplant (Omelet)"", ""modifier_id"": ""547d499d-70a1-44b9-875d-bd02bf5521b2"", ""price"": 0.75}, {""name"": ""Spicy Olives (Omelet)"", ""modifier_id"": ""d02272d9-8713-4acc-a8f8-cf432d6d6999"", ""price"": 0.75}, {""name"": ""Canned Mushroom (Omelet)"", ""modifier_id"": ""3f03a1ad-013d-4429-bd9d-9684b3ef98c4"", ""price"": 0.5}]}, {""group_name"": ""Eggs On Side"", ""required"": false, ""modifiers"": [{""name"": ""Eggs In Bread (Sandwich)"", ""modifier_id"": ""efce867b-6985-43e4-8804-1d8685984738"", ""price"": null}, {""name"": ""Eggs On Side (Plate)"", ""modifier_id"": ""aa57b684-3fd4-4613-9213-6c89cf94e7bd"", ""price"": null}]}, {""group_name"": ""Spices on Eggs"", ""required"": false, ""modifiers"": [{""name"": ""Salt"", ""modifier_id"": ""edb2ace2-b3c8-4269-8303-af4e70efc197"", ""price"": null}, {""name"": ""Black Pepper"", ""modifier_id"": ""fc4f67ca-c7b9-4cbc-a2d1-4676e145b095"", ""price"": null}, {""name"": ""Salt And Black Pepper"", ""modifier_id"": ""3b474146-ce1e-49c6-8a61-30c863f19fec"", ""price"": null}, {""name"": ""No Salt And Black Pepper"", ""modifier_id"": ""922493e6-545e-4d3f-9cd6-cb883e179bd6"", ""price"": null}]}, {""group_name"": ""Add Cheese in Eggs (Omelet)"", ""required"": false, ""modifiers"": [{""name"": ""Mozzarella Cheese (Omelet)"", ""modifier_id"": ""662789fc-8085-48d5-abbf-3825410050f2"", ""price"": 1.0}, {""name"": ""Feta Cheese (Omelet)"", ""modifier_id"": ""c13de1ff-0a4a-4faf-a254-9ae22e42c941"", ""price"": 1.0}, {""name"": ""American Cheese (Omelet)"", ""modifier_id"": ""b1c89c65-71fa-413c-9afa-08b3df452a07"", ""price"": 1.0}]}, {""group_name"": ""Avocado"", ""required"": false, ""modifiers"": [{""name"": ""Sliced Avocado"", ""modifier_id"": ""c3a52d2f-f7dd-4c49-8abf-c49b450a5d64"", ""price"": 2.5}]}, {""group_name"": ""Add Egg"", ""required"": false, ""modifiers"": [{""name"": ""Add Egg"", ""modifier_id"": ""5639c178-35d8-4580-be50-89f7334a4435"", ""price"": 1.0}, {""name"": ""Egg White Only"", ""modifier_id"": ""355315e6-ef1b-43a7-b1b3-23066315a29b"", ""price"": 1.0}]}]"
Pancakes,8.99,d9e35282-6a5d-4341-a336-ea5ad225667a,Yes,2 large fluffy pancakes sprinkled with powdered sugar alongside maple syrup,[]
